image_name,batch_label,label_number,label_name,dataset,tain/validation/test
b'tennessee_walker_s_001120.png',data_batch_2,7,horse,cifar10,train
b'tabby_s_001668.png',data_batch_2,3,cat,cifar10,train
b'ladder_truck_s_000070.png',data_batch_2,9,truck,cifar10,train
b'cat_s_000025.png',data_batch_2,3,cat,cifar10,train
b'fawn_s_000032.png',data_batch_2,4,deer,cifar10,train
b'maltese_dog_s_001513.png',data_batch_2,5,dog,cifar10,train
b'estate_car_s_001758.png',data_batch_2,1,automobile,cifar10,train
b'lipizzan_s_000227.png',data_batch_2,7,horse,cifar10,train
b'odocoileus_hemionus_s_000367.png',data_batch_2,4,deer,cifar10,train
b'dump_truck_s_001486.png',data_batch_2,9,truck,cifar10,train
b'capreolus_capreolus_s_000644.png',data_batch_2,4,deer,cifar10,train
b'compact_car_s_002243.png',data_batch_2,1,automobile,cifar10,train
b'bufo_marinus_s_000617.png',data_batch_2,6,frog,cifar10,train
b'rana_temporaria_s_001185.png',data_batch_2,6,frog,cifar10,train
b'elk_s_000255.png',data_batch_2,4,deer,cifar10,train
b'tabby_cat_s_000692.png',data_batch_2,3,cat,cifar10,train
b'station_wagon_s_000699.png',data_batch_2,1,automobile,cifar10,train
b'accentor_s_000467.png',data_batch_2,2,bird,cifar10,train
b'motorboat_s_001947.png',data_batch_2,8,ship,cifar10,train
b'accentor_s_000984.png',data_batch_2,2,bird,cifar10,train
b'rana_temporaria_s_001214.png',data_batch_2,6,frog,cifar10,train
b'lippizan_s_000458.png',data_batch_2,7,horse,cifar10,train
b'gelding_s_001979.png',data_batch_2,7,horse,cifar10,train
b'tabby_cat_s_002129.png',data_batch_2,3,cat,cifar10,train
b'bufo_viridis_s_000654.png',data_batch_2,6,frog,cifar10,train
b'cat_s_000793.png',data_batch_2,3,cat,cifar10,train
b'fighter_aircraft_s_000204.png',data_batch_2,0,airplane,cifar10,train
b'arabian_s_001654.png',data_batch_2,7,horse,cifar10,train
b'cervus_elaphus_s_000307.png',data_batch_2,4,deer,cifar10,train
b'pipit_s_001403.png',data_batch_2,2,bird,cifar10,train
b'house_cat_s_000296.png',data_batch_2,3,cat,cifar10,train
b'dive_bomber_s_001747.png',data_batch_2,0,airplane,cifar10,train
b'leopard_frog_s_000020.png',data_batch_2,6,frog,cifar10,train
b'arabian_s_001646.png',data_batch_2,7,horse,cifar10,train
b'fallow_deer_s_001906.png',data_batch_2,4,deer,cifar10,train
b'spring_frog_s_001254.png',data_batch_2,6,frog,cifar10,train
b'domestic_cat_s_000801.png',data_batch_2,3,cat,cifar10,train
b'dump_truck_s_001985.png',data_batch_2,9,truck,cifar10,train
b'compact_car_s_001229.png',data_batch_2,1,automobile,cifar10,train
b'quarter_horse_s_001835.png',data_batch_2,7,horse,cifar10,train
b'ostrich_s_000947.png',data_batch_2,2,bird,cifar10,train
b'bufo_bufo_s_000227.png',data_batch_2,6,frog,cifar10,train
b'capreolus_capreolus_s_001140.png',data_batch_2,4,deer,cifar10,train
b'muntjac_s_000878.png',data_batch_2,4,deer,cifar10,train
b'estate_car_s_000475.png',data_batch_2,1,automobile,cifar10,train
b'riding_horse_s_001891.png',data_batch_2,7,horse,cifar10,train
b'passenger_ship_s_000868.png',data_batch_2,8,ship,cifar10,train
b'lippizan_s_000656.png',data_batch_2,7,horse,cifar10,train
b'camion_s_000793.png',data_batch_2,9,truck,cifar10,train
b'pekinese_s_000825.png',data_batch_2,5,dog,cifar10,train
b'abandoned_ship_s_001031.png',data_batch_2,8,ship,cifar10,train
b'convertible_s_001887.png',data_batch_2,1,automobile,cifar10,train
b'wapiti_s_001103.png',data_batch_2,4,deer,cifar10,train
b'maltese_s_000311.png',data_batch_2,5,dog,cifar10,train
b'spring_frog_s_000911.png',data_batch_2,6,frog,cifar10,train
b'natterjack_s_001511.png',data_batch_2,6,frog,cifar10,train
b'wagtail_s_001598.png',data_batch_2,2,bird,cifar10,train
b'mutt_s_001188.png',data_batch_2,5,dog,cifar10,train
b'garbage_truck_s_002295.png',data_batch_2,9,truck,cifar10,train
b'passenger_ship_s_000022.png',data_batch_2,8,ship,cifar10,train
b'grass_frog_s_000209.png',data_batch_2,6,frog,cifar10,train
b'rana_temporaria_s_000964.png',data_batch_2,6,frog,cifar10,train
b'true_frog_s_000838.png',data_batch_2,6,frog,cifar10,train
b'lipizzan_s_002063.png',data_batch_2,7,horse,cifar10,train
b'automobile_s_002566.png',data_batch_2,1,automobile,cifar10,train
b'fire_truck_s_001107.png',data_batch_2,9,truck,cifar10,train
b'cervus_elaphus_s_001276.png',data_batch_2,4,deer,cifar10,train
b'convertible_s_001288.png',data_batch_2,1,automobile,cifar10,train
b'lightship_s_001626.png',data_batch_2,8,ship,cifar10,train
b'maltese_dog_s_001563.png',data_batch_2,5,dog,cifar10,train
b'dog_s_001200.png',data_batch_2,5,dog,cifar10,train
b'red_deer_s_002281.png',data_batch_2,4,deer,cifar10,train
b'cat_s_002580.png',data_batch_2,3,cat,cifar10,train
b'tabby_s_002091.png',data_batch_2,3,cat,cifar10,train
b'broodmare_s_000864.png',data_batch_2,7,horse,cifar10,train
b'boat_s_002691.png',data_batch_2,8,ship,cifar10,train
b'saddle_horse_s_001430.png',data_batch_2,7,horse,cifar10,train
b'maltese_s_000913.png',data_batch_2,5,dog,cifar10,train
b'seaplane_s_000746.png',data_batch_2,0,airplane,cifar10,train
b'automobile_s_001339.png',data_batch_2,1,automobile,cifar10,train
b'broodmare_s_000224.png',data_batch_2,7,horse,cifar10,train
b'roe_deer_s_001059.png',data_batch_2,4,deer,cifar10,train
b'oil_tanker_s_000003.png',data_batch_2,8,ship,cifar10,train
b'whaleboat_s_000346.png',data_batch_2,8,ship,cifar10,train
b'motorcar_s_002120.png',data_batch_2,1,automobile,cifar10,train
b'broodmare_s_000092.png',data_batch_2,7,horse,cifar10,train
b'boat_s_000119.png',data_batch_2,8,ship,cifar10,train
b'lorry_s_000841.png',data_batch_2,9,truck,cifar10,train
b'oil_tanker_s_000652.png',data_batch_2,8,ship,cifar10,train
b'cat_s_000920.png',data_batch_2,3,cat,cifar10,train
b'moose_s_001493.png',data_batch_2,4,deer,cifar10,train
b'fighter_aircraft_s_001210.png',data_batch_2,0,airplane,cifar10,train
b'wapiti_s_000135.png',data_batch_2,4,deer,cifar10,train
b'fawn_s_001597.png',data_batch_2,4,deer,cifar10,train
b'dawn_horse_s_001585.png',data_batch_2,7,horse,cifar10,train
b'passenger_ship_s_000551.png',data_batch_2,8,ship,cifar10,train
b'toy_s_000861.png',data_batch_2,5,dog,cifar10,train
b'tipper_s_000015.png',data_batch_2,9,truck,cifar10,train
b'lippizaner_s_001082.png',data_batch_2,7,horse,cifar10,train
b'tomcat_s_001053.png',data_batch_2,3,cat,cifar10,train
b'chihuahua_s_000167.png',data_batch_2,5,dog,cifar10,train
b'lippizan_s_001118.png',data_batch_2,7,horse,cifar10,train
b'felis_domesticus_s_000703.png',data_batch_2,3,cat,cifar10,train
b'pekingese_s_000763.png',data_batch_2,5,dog,cifar10,train
b'felis_catus_s_001423.png',data_batch_2,3,cat,cifar10,train
b'station_waggon_s_000019.png',data_batch_2,1,automobile,cifar10,train
b'arabian_s_000789.png',data_batch_2,7,horse,cifar10,train
b'lippizan_s_000674.png',data_batch_2,7,horse,cifar10,train
b'mouser_s_000354.png',data_batch_2,3,cat,cifar10,train
b'prunella_modularis_s_000461.png',data_batch_2,2,bird,cifar10,train
b'gelding_s_001344.png',data_batch_2,7,horse,cifar10,train
b'ship_s_000466.png',data_batch_2,8,ship,cifar10,train
b'boat_s_000619.png',data_batch_2,8,ship,cifar10,train
b'domestic_cat_s_001995.png',data_batch_2,3,cat,cifar10,train
b'japanese_spaniel_s_000308.png',data_batch_2,5,dog,cifar10,train
b'meadow_pipit_s_000464.png',data_batch_2,2,bird,cifar10,train
b'tabby_s_001169.png',data_batch_2,3,cat,cifar10,train
b'toy_spaniel_s_000785.png',data_batch_2,5,dog,cifar10,train
b'cat_s_002001.png',data_batch_2,3,cat,cifar10,train
b'tabby_s_000112.png',data_batch_2,3,cat,cifar10,train
b'station_wagon_s_000774.png',data_batch_2,1,automobile,cifar10,train
b'natterjack_s_000693.png',data_batch_2,6,frog,cifar10,train
b'tabby_s_001200.png',data_batch_2,3,cat,cifar10,train
b'king_charles_spaniel_s_000130.png',data_batch_2,5,dog,cifar10,train
b'coupe_s_001395.png',data_batch_2,1,automobile,cifar10,train
b'cervus_elaphus_s_000073.png',data_batch_2,4,deer,cifar10,train
b'quarter_horse_s_000033.png',data_batch_2,7,horse,cifar10,train
b'pipit_s_000221.png',data_batch_2,2,bird,cifar10,train
b'chihuahua_s_002210.png',data_batch_2,5,dog,cifar10,train
b'american_elk_s_000277.png',data_batch_2,4,deer,cifar10,train
b'true_cat_s_001526.png',data_batch_2,3,cat,cifar10,train
b'coupe_s_000190.png',data_batch_2,1,automobile,cifar10,train
b'rangifer_caribou_s_000231.png',data_batch_2,4,deer,cifar10,train
b'crapaud_s_000136.png',data_batch_2,6,frog,cifar10,train
b'rana_temporaria_s_001335.png',data_batch_2,6,frog,cifar10,train
b'stealth_bomber_s_000966.png',data_batch_2,0,airplane,cifar10,train
b'stud_mare_s_000922.png',data_batch_2,7,horse,cifar10,train
b'trucking_rig_s_000587.png',data_batch_2,9,truck,cifar10,train
b'true_toad_s_000023.png',data_batch_2,6,frog,cifar10,train
b'elk_s_000600.png',data_batch_2,4,deer,cifar10,train
b'passerine_s_000178.png',data_batch_2,2,bird,cifar10,train
b'banana_boat_s_000150.png',data_batch_2,8,ship,cifar10,train
b'true_frog_s_000097.png',data_batch_2,6,frog,cifar10,train
b'cargo_ship_s_000748.png',data_batch_2,8,ship,cifar10,train
b'muntjac_s_001105.png',data_batch_2,4,deer,cifar10,train
b'dump_truck_s_001893.png',data_batch_2,9,truck,cifar10,train
b'pickerel_frog_s_000461.png',data_batch_2,6,frog,cifar10,train
b'cassowary_s_000836.png',data_batch_2,2,bird,cifar10,train
b'bird_s_000973.png',data_batch_2,2,bird,cifar10,train
b'bufo_bufo_s_000360.png',data_batch_2,6,frog,cifar10,train
b'airbus_s_001582.png',data_batch_2,0,airplane,cifar10,train
b'wagtail_s_000149.png',data_batch_2,2,bird,cifar10,train
b'estate_car_s_000830.png',data_batch_2,1,automobile,cifar10,train
b'anthus_pratensis_s_001142.png',data_batch_2,2,bird,cifar10,train
b'merchantman_s_001071.png',data_batch_2,8,ship,cifar10,train
b'bufo_americanus_s_000800.png',data_batch_2,6,frog,cifar10,train
b'domestic_cat_s_001796.png',data_batch_2,3,cat,cifar10,train
b'house_cat_s_000088.png',data_batch_2,3,cat,cifar10,train
b'estate_car_s_000693.png',data_batch_2,1,automobile,cifar10,train
b'motorcar_s_001581.png',data_batch_2,1,automobile,cifar10,train
b'emu_s_000152.png',data_batch_2,2,bird,cifar10,train
b'garbage_truck_s_002148.png',data_batch_2,9,truck,cifar10,train
b'wrecker_s_001193.png',data_batch_2,9,truck,cifar10,train
b'passenger_ship_s_000626.png',data_batch_2,8,ship,cifar10,train
b'camion_s_002169.png',data_batch_2,9,truck,cifar10,train
b'elk_s_001890.png',data_batch_2,4,deer,cifar10,train
b'chihuahua_s_000684.png',data_batch_2,5,dog,cifar10,train
b'dump_truck_s_000488.png',data_batch_2,9,truck,cifar10,train
b'chihuahua_s_001294.png',data_batch_2,5,dog,cifar10,train
b'pekinese_s_001283.png',data_batch_2,5,dog,cifar10,train
b'bird_s_000768.png',data_batch_2,2,bird,cifar10,train
b'fawn_s_000780.png',data_batch_2,4,deer,cifar10,train
b'quarter_horse_s_002124.png',data_batch_2,7,horse,cifar10,train
b'cascades_frog_s_000060.png',data_batch_2,6,frog,cifar10,train
b'dump_truck_s_001204.png',data_batch_2,9,truck,cifar10,train
b'plane_s_000114.png',data_batch_2,0,airplane,cifar10,train
b'station_wagon_s_000986.png',data_batch_2,1,automobile,cifar10,train
b'fawn_s_002146.png',data_batch_2,4,deer,cifar10,train
b'lippizan_s_000983.png',data_batch_2,7,horse,cifar10,train
b'pekinese_s_002026.png',data_batch_2,5,dog,cifar10,train
b'coupe_s_001835.png',data_batch_2,1,automobile,cifar10,train
b'texas_toad_s_000090.png',data_batch_2,6,frog,cifar10,train
b'leopard_frog_s_000204.png',data_batch_2,6,frog,cifar10,train
b'muntjac_s_000578.png',data_batch_2,4,deer,cifar10,train
b'coupe_s_000832.png',data_batch_2,1,automobile,cifar10,train
b'sambar_s_000452.png',data_batch_2,4,deer,cifar10,train
b'moose_s_001898.png',data_batch_2,4,deer,cifar10,train
b'abandoned_ship_s_000024.png',data_batch_2,8,ship,cifar10,train
b'oil_tanker_s_001467.png',data_batch_2,8,ship,cifar10,train
b'dumper_s_000635.png',data_batch_2,9,truck,cifar10,train
b'car_s_001095.png',data_batch_2,1,automobile,cifar10,train
b'toy_spaniel_s_001022.png',data_batch_2,5,dog,cifar10,train
b'shooting_brake_s_001186.png',data_batch_2,1,automobile,cifar10,train
b'struthio_camelus_s_000576.png',data_batch_2,2,bird,cifar10,train
b'pleasure_boat_s_000786.png',data_batch_2,8,ship,cifar10,train
b'dawn_horse_s_001196.png',data_batch_2,7,horse,cifar10,train
b'bufo_s_001884.png',data_batch_2,6,frog,cifar10,train
b'meadow_pipit_s_000750.png',data_batch_2,2,bird,cifar10,train
b'toy_spaniel_s_001121.png',data_batch_2,5,dog,cifar10,train
b'accentor_s_000213.png',data_batch_2,2,bird,cifar10,train
b'frog_s_002313.png',data_batch_2,6,frog,cifar10,train
b'airbus_s_001722.png',data_batch_2,0,airplane,cifar10,train
b'bufo_calamita_s_000772.png',data_batch_2,6,frog,cifar10,train
b'emu_s_000045.png',data_batch_2,2,bird,cifar10,train
b'wagon_s_002705.png',data_batch_2,1,automobile,cifar10,train
b'truck_s_000466.png',data_batch_2,9,truck,cifar10,train
b'bufo_s_000579.png',data_batch_2,6,frog,cifar10,train
b'songbird_s_000654.png',data_batch_2,2,bird,cifar10,train
b'shooting_brake_s_001277.png',data_batch_2,1,automobile,cifar10,train
b'toad_s_002739.png',data_batch_2,6,frog,cifar10,train
b'convertible_s_001627.png',data_batch_2,1,automobile,cifar10,train
b'boat_s_000049.png',data_batch_2,8,ship,cifar10,train
b'arabian_s_001982.png',data_batch_2,7,horse,cifar10,train
b'coupe_s_000018.png',data_batch_2,1,automobile,cifar10,train
b'pekingese_s_001217.png',data_batch_2,5,dog,cifar10,train
b'wagtail_s_001416.png',data_batch_2,2,bird,cifar10,train
b'boat_s_000132.png',data_batch_2,8,ship,cifar10,train
b'western_toad_s_000672.png',data_batch_2,6,frog,cifar10,train
b'convertible_s_002912.png',data_batch_2,1,automobile,cifar10,train
b'struthio_camelus_s_001273.png',data_batch_2,2,bird,cifar10,train
b'airliner_s_000095.png',data_batch_2,0,airplane,cifar10,train
b'fighter_aircraft_s_000804.png',data_batch_2,0,airplane,cifar10,train
b'stealth_fighter_s_001460.png',data_batch_2,0,airplane,cifar10,train
b'tipper_lorry_s_000293.png',data_batch_2,9,truck,cifar10,train
b'green_frog_s_000327.png',data_batch_2,6,frog,cifar10,train
b'ratite_s_000069.png',data_batch_2,2,bird,cifar10,train
b'tabby_cat_s_000836.png',data_batch_2,3,cat,cifar10,train
b'accentor_s_001161.png',data_batch_2,2,bird,cifar10,train
b'elk_s_002154.png',data_batch_2,4,deer,cifar10,train
b'wagon_s_001771.png',data_batch_2,1,automobile,cifar10,train
b'auto_s_002187.png',data_batch_2,1,automobile,cifar10,train
b'peke_s_001300.png',data_batch_2,5,dog,cifar10,train
b'pipit_s_000017.png',data_batch_2,2,bird,cifar10,train
b'lippizan_s_000743.png',data_batch_2,7,horse,cifar10,train
b'spadefoot_s_000076.png',data_batch_2,6,frog,cifar10,train
b'fallow_deer_s_001345.png',data_batch_2,4,deer,cifar10,train
b'japanese_spaniel_s_000713.png',data_batch_2,5,dog,cifar10,train
b'lark_s_000771.png',data_batch_2,2,bird,cifar10,train
b'pekingese_s_001149.png',data_batch_2,5,dog,cifar10,train
b'motorcar_s_000454.png',data_batch_2,1,automobile,cifar10,train
b'stallion_s_000732.png',data_batch_2,7,horse,cifar10,train
b'containership_s_000016.png',data_batch_2,8,ship,cifar10,train
b'semi_s_001377.png',data_batch_2,9,truck,cifar10,train
b'tabby_cat_s_000143.png',data_batch_2,3,cat,cifar10,train
b'bird_s_001120.png',data_batch_2,2,bird,cifar10,train
b'elk_s_002080.png',data_batch_2,4,deer,cifar10,train
b'bufo_americanus_s_000319.png',data_batch_2,6,frog,cifar10,train
b'cargo_ship_s_000642.png',data_batch_2,8,ship,cifar10,train
b'rana_clamitans_s_000162.png',data_batch_2,6,frog,cifar10,train
b'caribou_s_001400.png',data_batch_2,4,deer,cifar10,train
b'jumbo_jet_s_001482.png',data_batch_2,0,airplane,cifar10,train
b'leopard_frog_s_001408.png',data_batch_2,6,frog,cifar10,train
b'pekingese_s_001508.png',data_batch_2,5,dog,cifar10,train
b'dog_s_002487.png',data_batch_2,5,dog,cifar10,train
b'rana_temporaria_s_001531.png',data_batch_2,6,frog,cifar10,train
b'japanese_spaniel_s_000895.png',data_batch_2,5,dog,cifar10,train
b'articulated_lorry_s_000501.png',data_batch_2,9,truck,cifar10,train
b'powerboat_s_000309.png',data_batch_2,8,ship,cifar10,train
b'elk_s_001236.png',data_batch_2,4,deer,cifar10,train
b'fawn_s_001077.png',data_batch_2,4,deer,cifar10,train
b'wagon_s_001516.png',data_batch_2,1,automobile,cifar10,train
b'felis_domesticus_s_000461.png',data_batch_2,3,cat,cifar10,train
b'studhorse_s_000173.png',data_batch_2,7,horse,cifar10,train
b'quarter_horse_s_001076.png',data_batch_2,7,horse,cifar10,train
b'pilot_boat_s_000210.png',data_batch_2,8,ship,cifar10,train
b'riding_horse_s_000402.png',data_batch_2,7,horse,cifar10,train
b'alauda_arvensis_s_001305.png',data_batch_2,2,bird,cifar10,train
b'maltese_dog_s_001609.png',data_batch_2,5,dog,cifar10,train
b'bufo_s_001646.png',data_batch_2,6,frog,cifar10,train
b'blenheim_spaniel_s_000232.png',data_batch_2,5,dog,cifar10,train
b'walking_horse_s_000464.png',data_batch_2,7,horse,cifar10,train
b'lightship_s_000007.png',data_batch_2,8,ship,cifar10,train
b'felis_catus_s_000833.png',data_batch_2,3,cat,cifar10,train
b'coupe_s_001154.png',data_batch_2,1,automobile,cifar10,train
b'semi_s_002564.png',data_batch_2,9,truck,cifar10,train
b'ostrich_s_000121.png',data_batch_2,2,bird,cifar10,train
b'emu_novaehollandiae_s_000267.png',data_batch_2,2,bird,cifar10,train
b'deer_s_000958.png',data_batch_2,4,deer,cifar10,train
b'passenger_ship_s_001801.png',data_batch_2,8,ship,cifar10,train
b'mouser_s_001995.png',data_batch_2,3,cat,cifar10,train
b'broodmare_s_001138.png',data_batch_2,7,horse,cifar10,train
b'elk_s_000875.png',data_batch_2,4,deer,cifar10,train
b'motorboat_s_000337.png',data_batch_2,8,ship,cifar10,train
b'pekingese_s_001258.png',data_batch_2,5,dog,cifar10,train
b'wagtail_s_000463.png',data_batch_2,2,bird,cifar10,train
b'moving_van_s_000391.png',data_batch_2,9,truck,cifar10,train
b'cat_s_001499.png',data_batch_2,3,cat,cifar10,train
b'biplane_s_000240.png',data_batch_2,0,airplane,cifar10,train
b'blenheim_spaniel_s_000268.png',data_batch_2,5,dog,cifar10,train
b'tabby_cat_s_001886.png',data_batch_2,3,cat,cifar10,train
b'passerine_s_000931.png',data_batch_2,2,bird,cifar10,train
b'mongrel_s_001903.png',data_batch_2,5,dog,cifar10,train
b'anthus_pratensis_s_000285.png',data_batch_2,2,bird,cifar10,train
b'felis_catus_s_000325.png',data_batch_2,3,cat,cifar10,train
b'house_cat_s_001295.png',data_batch_2,3,cat,cifar10,train
b'equus_caballus_s_000065.png',data_batch_2,7,horse,cifar10,train
b'dive_bomber_s_000647.png',data_batch_2,0,airplane,cifar10,train
b'elk_s_000748.png',data_batch_2,4,deer,cifar10,train
b'lippizaner_s_001168.png',data_batch_2,7,horse,cifar10,train
b'tabby_s_000433.png',data_batch_2,3,cat,cifar10,train
b'jumbojet_s_000395.png',data_batch_2,0,airplane,cifar10,train
b'coupe_s_001778.png',data_batch_2,1,automobile,cifar10,train
b'wagtail_s_001121.png',data_batch_2,2,bird,cifar10,train
b'cervus_elaphus_s_001234.png',data_batch_2,4,deer,cifar10,train
b'bookmobile_s_000395.png',data_batch_2,9,truck,cifar10,train
b'american_toad_s_001224.png',data_batch_2,6,frog,cifar10,train
b'lippizaner_s_001908.png',data_batch_2,7,horse,cifar10,train
b'trucking_rig_s_000791.png',data_batch_2,9,truck,cifar10,train
b'passerine_s_000056.png',data_batch_2,2,bird,cifar10,train
b'cassowary_s_000905.png',data_batch_2,2,bird,cifar10,train
b'cervus_sika_s_000269.png',data_batch_2,4,deer,cifar10,train
b'cabin_cruiser_s_001526.png',data_batch_2,8,ship,cifar10,train
b'tanker_s_001817.png',data_batch_2,8,ship,cifar10,train
b'maltese_dog_s_000424.png',data_batch_2,5,dog,cifar10,train
b'wagon_s_001250.png',data_batch_2,1,automobile,cifar10,train
b'bufo_marinus_s_000514.png',data_batch_2,6,frog,cifar10,train
b'alytes_obstetricans_s_000246.png',data_batch_2,6,frog,cifar10,train
b'flightless_bird_s_000562.png',data_batch_2,2,bird,cifar10,train
b'compact_car_s_001384.png',data_batch_2,1,automobile,cifar10,train
b'car_s_002116.png',data_batch_2,1,automobile,cifar10,train
b'jetliner_s_000017.png',data_batch_2,0,airplane,cifar10,train
b'cat_s_001141.png',data_batch_2,3,cat,cifar10,train
b'domestic_cat_s_000324.png',data_batch_2,3,cat,cifar10,train
b'stealth_bomber_s_001440.png',data_batch_2,0,airplane,cifar10,train
b'stealth_bomber_s_000349.png',data_batch_2,0,airplane,cifar10,train
b'police_cruiser_s_000359.png',data_batch_2,1,automobile,cifar10,train
b'dog_s_000357.png',data_batch_2,5,dog,cifar10,train
b'articulated_lorry_s_000070.png',data_batch_2,9,truck,cifar10,train
b'capreolus_capreolus_s_001503.png',data_batch_2,4,deer,cifar10,train
b'pekingese_s_001881.png',data_batch_2,5,dog,cifar10,train
b'arabian_s_001072.png',data_batch_2,7,horse,cifar10,train
b'frog_s_002636.png',data_batch_2,6,frog,cifar10,train
b'passenger_ship_s_000337.png',data_batch_2,8,ship,cifar10,train
b'tipper_lorry_s_000589.png',data_batch_2,9,truck,cifar10,train
b'cavalry_horse_s_001703.png',data_batch_2,7,horse,cifar10,train
b'odocoileus_hemionus_s_000452.png',data_batch_2,4,deer,cifar10,train
b'barren_ground_caribou_s_000501.png',data_batch_2,4,deer,cifar10,train
b'tabby_s_001008.png',data_batch_2,3,cat,cifar10,train
b'peke_s_000692.png',data_batch_2,5,dog,cifar10,train
b'pontoon_s_001083.png',data_batch_2,8,ship,cifar10,train
b'maltese_dog_s_001095.png',data_batch_2,5,dog,cifar10,train
b'prunella_modularis_s_000535.png',data_batch_2,2,bird,cifar10,train
b'fighter_aircraft_s_000304.png',data_batch_2,0,airplane,cifar10,train
b'truck_s_002137.png',data_batch_2,9,truck,cifar10,train
b'quarter_horse_s_000598.png',data_batch_2,7,horse,cifar10,train
b'apteryx_s_000304.png',data_batch_2,2,bird,cifar10,train
b'aerial_ladder_truck_s_000513.png',data_batch_2,9,truck,cifar10,train
b'chihuahua_s_001261.png',data_batch_2,5,dog,cifar10,train
b'cargo_vessel_s_002016.png',data_batch_2,8,ship,cifar10,train
b'pontoon_s_000286.png',data_batch_2,8,ship,cifar10,train
b'pipit_s_000054.png',data_batch_2,2,bird,cifar10,train
b'automobile_s_001927.png',data_batch_2,1,automobile,cifar10,train
b'cabin_cruiser_s_001742.png',data_batch_2,8,ship,cifar10,train
b'dump_truck_s_002050.png',data_batch_2,9,truck,cifar10,train
b'fire_truck_s_002546.png',data_batch_2,9,truck,cifar10,train
b'domestic_cat_s_000364.png',data_batch_2,3,cat,cifar10,train
b'toy_s_000082.png',data_batch_2,5,dog,cifar10,train
b'pleasure_craft_s_001200.png',data_batch_2,8,ship,cifar10,train
b'meadow_pipit_s_001310.png',data_batch_2,2,bird,cifar10,train
b'beach_wagon_s_000935.png',data_batch_2,1,automobile,cifar10,train
b'cassowary_s_001645.png',data_batch_2,2,bird,cifar10,train
b'delivery_van_s_000320.png',data_batch_2,9,truck,cifar10,train
b'tabby_s_001236.png',data_batch_2,3,cat,cifar10,train
b'lorry_s_002101.png',data_batch_2,9,truck,cifar10,train
b'wrecker_s_000215.png',data_batch_2,9,truck,cifar10,train
b'delivery_truck_s_001231.png',data_batch_2,9,truck,cifar10,train
b'pickerel_frog_s_000627.png',data_batch_2,6,frog,cifar10,train
b'tabby_s_001105.png',data_batch_2,3,cat,cifar10,train
b'lippizan_s_000076.png',data_batch_2,7,horse,cifar10,train
b'quarter_horse_s_000070.png',data_batch_2,7,horse,cifar10,train
b'felis_catus_s_001440.png',data_batch_2,3,cat,cifar10,train
b'quarter_horse_s_000498.png',data_batch_2,7,horse,cifar10,train
b'fallow_deer_s_001579.png',data_batch_2,4,deer,cifar10,train
b'wagtail_s_000131.png',data_batch_2,2,bird,cifar10,train
b'toy_s_002377.png',data_batch_2,5,dog,cifar10,train
b'jetliner_s_000601.png',data_batch_2,0,airplane,cifar10,train
b'tandem_trailer_s_000281.png',data_batch_2,9,truck,cifar10,train
b'true_cat_s_000658.png',data_batch_2,3,cat,cifar10,train
b'mouser_s_000481.png',data_batch_2,3,cat,cifar10,train
b'maltese_s_000087.png',data_batch_2,5,dog,cifar10,train
b'pleasure_craft_s_000053.png',data_batch_2,8,ship,cifar10,train
b'canal_boat_s_000042.png',data_batch_2,8,ship,cifar10,train
b'compact_car_s_002225.png',data_batch_2,1,automobile,cifar10,train
b'leptodactylid_s_000030.png',data_batch_2,6,frog,cifar10,train
b'felis_catus_s_001574.png',data_batch_2,3,cat,cifar10,train
b'garbage_truck_s_001732.png',data_batch_2,9,truck,cifar10,train
b'truck_s_000049.png',data_batch_2,9,truck,cifar10,train
b'lipizzan_s_001592.png',data_batch_2,7,horse,cifar10,train
b'tabby_cat_s_002186.png',data_batch_2,3,cat,cifar10,train
b'maltese_s_001998.png',data_batch_2,5,dog,cifar10,train
b'airbus_s_001607.png',data_batch_2,0,airplane,cifar10,train
b'cargo_vessel_s_001661.png',data_batch_2,8,ship,cifar10,train
b'puppy_s_001030.png',data_batch_2,5,dog,cifar10,train
b'speedboat_s_001735.png',data_batch_2,8,ship,cifar10,train
b'rana_catesbeiana_s_000075.png',data_batch_2,6,frog,cifar10,train
b'capreolus_capreolus_s_000841.png',data_batch_2,4,deer,cifar10,train
b'bell_toad_s_000035.png',data_batch_2,6,frog,cifar10,train
b'tabby_cat_s_000599.png',data_batch_2,3,cat,cifar10,train
b'bufo_marinus_s_001612.png',data_batch_2,6,frog,cifar10,train
b'lorry_s_002359.png',data_batch_2,9,truck,cifar10,train
b'lipizzan_s_001375.png',data_batch_2,7,horse,cifar10,train
b'american_saddle_horse_s_000003.png',data_batch_2,7,horse,cifar10,train
b'lipizzan_s_001585.png',data_batch_2,7,horse,cifar10,train
b'camion_s_002251.png',data_batch_2,9,truck,cifar10,train
b'arabian_s_001666.png',data_batch_2,7,horse,cifar10,train
b'attack_aircraft_s_001597.png',data_batch_2,0,airplane,cifar10,train
b'dive_bomber_s_001142.png',data_batch_2,0,airplane,cifar10,train
b'emu_s_000027.png',data_batch_2,2,bird,cifar10,train
b'station_wagon_s_001092.png',data_batch_2,1,automobile,cifar10,train
b'broodmare_s_000558.png',data_batch_2,7,horse,cifar10,train
b'pickerel_frog_s_000022.png',data_batch_2,6,frog,cifar10,train
b'muntjac_s_000254.png',data_batch_2,4,deer,cifar10,train
